,school_within_300,bus_stop_within_300,speedlimit,tb_latitude,tb_longitude,day_of_year,accident_year,distance,weather_1,collision_severity,type_of_collision,road_surface,road_cond_1,lighting,number_killed,number_injured,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,CLUSTER_ID,accident
5733,0,0,50,37.74947846,-122.4028663,243,2022,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Traveling Wrong Way,Driver,West,Making Right Turn,54,2,9,1,14,17.3,13.9,21.7,0.0,,297.0,22.0,1014.8,134,1
5735,1,1,20,37.78279445,-122.4140538,122,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Backing,Pedestrian,West,Proceeding Straight,20,5,10,36,19,14.3,11.1,20.6,0.0,,273.0,25.6,1018.8,468,1
5736,1,0,10,37.77685589,-122.438177,260,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,24,4,11,9,14,15.9,12.8,21.1,0.0,,230.0,13.7,1013.9,227,1
5737,0,1,50,37.77674611,-122.4078421,151,2012,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,32,1,10,34,17,13.9,10.0,19.4,0.0,0.0,,21.2,1018.5,295,1
5738,0,1,10,37.71616897,-122.4503784,245,2022,0,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,81,10,1,24,12,15.6,12.8,20.0,0.0,,303.0,28.4,1011.6,64,1
5739,0,1,35,37.79092691,-122.4178026,271,2022,120,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Other,Driver,West,Proceeding Straight,16,6,3,21,19,16.7,14.4,21.7,0.0,,290.0,19.4,1017.0,414,1
5740,0,0,25,37.78273951,-122.4622571,204,2022,109,Cloudy,Injury (Severe),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Pedestrian,West,Other,Driver,South,Proceeding Straight,5,8,4,11,9,15.6,12.2,20.0,0.0,,293.0,23.0,1012.6,123,1
5741,1,0,20,37.78215265,-122.41899,026,2012,6,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Driver,West,Making Left Turn,Pedestrian,West,Other,21,4,10,36,17,12.7,10.0,15.6,0.0,0.0,,13.0,1026.4,397,1
5742,0,1,50,37.78624815,-122.4020254,196,2022,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,8,10,16.1,12.8,19.4,0.0,,284.0,23.4,1015.5,325,1
5744,0,1,25,37.76456966,-122.4965451,277,2014,10,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Making Left Turn,Driver,South,Entering Traffic,39,10,7,35,10,24.7,17.8,33.3,0.0,0.0,,10.8,1015.5,13,1
5745,0,1,35,37.79079081,-122.4190117,063,2013,7,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,North,Not Stated,16,6,3,21,19,9.6,7.8,13.3,0.0,0.0,,15.5,1019.9,427,1
5746,0,0,50,37.78060676,-122.3905272,019,2016,0,Raining,Injury (Complaint of Pain),Sideswipe,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,East,Proceeding Straight,31,1,10,4,7,13.9,11.7,16.7,26.4,0.0,,20.9,1017.6,143,1
5747,0,1,25,37.7425788,-122.4864079,036,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,2,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,40,10,7,35,20,10.2,8.3,12.8,0.0,0.0,274.0,20.5,1019.9,54,1
5748,1,0,20,37.78402912,-122.4193642,147,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,20,4,10,36,14,16.2,12.2,20.0,0.0,0.0,271.0,29.5,1016.9,407,1
5749,0,1,50,37.77527206,-122.4159082,349,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,32,1,10,34,9,8.7,6.7,13.3,9.1,,168.0,27.0,1019.8,209,1
5750,0,0,20,37.79067018,-122.4122867,182,2022,6,Clear,Injury (Other Visible),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,50,6,3,21,19,14.7,12.8,19.4,0.0,,274.0,24.1,1016.5,377,1
5751,0,1,50,37.78399149,-122.4080665,138,2015,0,Cloudy,Injury (Other Visible),Head-On,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,19,5,10,34,14,13.7,12.8,15.6,0.0,0.0,265.0,21.6,1018.6,458,1
5752,0,1,20,37.78672975,-122.4131614,240,2022,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,20,6,10,36,10,17.4,13.9,23.9,0.0,,255.0,9.0,1009.9,432,1
5753,1,1,15,37.74308171,-122.4749634,257,2015,98,Clear,Injury (Other Visible),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,46,10,8,41,10,16.7,14.4,20.0,0.0,0.0,168.0,16.6,1008.0,74,1
5754,1,1,30,37.77717707,-122.4607816,152,2013,74,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,North,Proceeding Straight,Pedestrian,West,Other,5,8,4,11,17,16.1,11.1,25.0,0.0,0.0,,24.1,1011.7,106,1
5755,0,1,50,37.77555816,-122.4186586,268,2021,0,Cloudy,Injury (Other Visible),Sideswipe,Dry,Obstruction on Roadway,Daylight,0,1,Pedestrian,East,Entering Traffic,Bicyclist,South,Proceeding Straight,32,5,10,34,14,16.1,13.9,19.4,0.0,,287.0,17.6,1015.1,334,1
5756,0,1,25,37.78444889,-122.4725859,300,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,2,8,4,29,14,16.9,13.3,21.1,0.0,0.0,,14.4,1017.4,100,1
5758,0,1,50,37.77877093,-122.4104197,036,2013,7,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,32,1,10,34,18,10.2,8.3,12.8,0.0,0.0,274.0,20.5,1019.9,381,1
5759,0,1,25,37.79747307,-122.4324706,234,2022,78,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Entering Traffic,Driver,East,Proceeding Straight,15,4,6,13,20,18.4,13.9,25.0,0.0,,296.0,24.5,1016.3,234,1
5760,0,1,50,37.77702642,-122.4126167,081,2013,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,32,1,10,34,13,11.7,6.1,17.2,0.0,0.0,,17.3,1018.6,374,1
5761,0,1,25,37.80794424,-122.4102738,301,2013,120,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,West,Proceeding Straight,99,6,3,23,18,13.2,11.1,16.1,0.0,0.0,263.0,24.5,1007.2,258,1
5762,0,0,25,37.75871908,-122.4176202,340,2021,100,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Other,Pedestrian,East,Not Stated,53,3,2,20,17,11.7,10.0,12.8,0.5,,19.0,6.8,1019.6,268,1
5763,0,1,65,37.72378785,-122.4364493,192,2022,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,94,9,1,28,9,18.6,14.4,21.7,0.0,,308.0,24.1,1012.3,144,1
5764,0,1,50,37.73366532,-122.4035093,046,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,87,2,9,1,16,13.5,7.8,20.0,0.0,0.0,,1.8,1023.7,28,1
5765,0,1,20,37.78468298,-122.4194915,216,2022,102,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,South,Proceeding Straight,20,4,10,36,9,19.0,15.6,28.3,0.0,,321.0,18.0,1011.7,418,1
5766,0,0,35,37.71763875,-122.4401154,321,2021,10,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,West,Other,90,9,1,7,9,13.8,9.4,19.4,0.0,,345.0,4.0,1017.5,153,1
5767,0,1,50,37.78399149,-122.4080665,119,2014,0,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,East,Proceeding Straight,Pedestrian,South,Stopped In Road,19,5,10,34,11,18.0,12.2,30.0,0.0,0.0,,9.4,1020.6,458,1
5768,1,1,20,37.78279445,-122.4140538,355,2021,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Right Turn,Pedestrian,East,Other,20,5,10,36,22,8.4,5.6,11.1,6.4,,96.0,13.3,1020.1,468,1
5769,0,1,35,37.74243651,-122.4896412,147,2013,6,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,North,Not Stated,40,10,7,35,6,13.9,12.2,16.7,0.3,0.0,261.0,15.5,1019.5,55,1
5772,0,1,50,37.77956691,-122.3980599,138,2022,0,Clear,Injury (Other Visible),Sideswipe,Dry,No Unusual Condition,Daylight,0,2,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,32,1,10,34,15,15.1,10.0,25.0,0.0,,305.0,24.1,1017.3,228,1
5773,1,1,50,37.78300408,-122.4124117,153,2013,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,3,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,20,5,10,36,13,14.2,10.0,18.3,0.0,0.0,287.0,24.8,1007.9,463,1
5774,0,1,20,37.78931985,-122.4153719,236,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,50,6,3,21,21,16.8,13.3,21.7,0.0,,265.0,13.7,1013.1,360,1
5775,1,0,10,37.7767951,-122.4386553,250,2022,140,Clear,Injury (Severe),Broadside,Dry,No Unusual Condition,Dark - Street Lights,0,0,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,24,7,11,9,19,23.2,17.8,31.1,0.0,,323.0,14.4,1012.6,227,1
5776,0,1,50,37.77100577,-122.4196455,058,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Right Turn,Pedestrian,South,Other,32,1,10,20,13,10.3,4.4,17.8,0.0,0.0,,13.7,1025.9,212,1
5777,0,1,25,37.74540129,-122.4200112,281,2021,5,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,83,9,2,2,11,14.4,12.8,17.8,0.0,,265.0,24.5,1018.7,214,1
5778,1,1,65,37.73628027,-122.4243914,056,2013,83,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,North,Proceeding Straight,61,9,2,2,15,10.1,6.1,14.4,0.0,0.0,,14.4,1024.1,203,1
5779,0,0,50,37.77089611,-122.4149967,165,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Other,Driver,East,Making Left Turn,32,1,10,20,7,16.1,11.1,25.6,0.0,0.0,,18.4,1013.3,192,1
5781,0,1,35,37.71645955,-122.4410196,237,2022,0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,80,9,1,28,6,17.8,15.0,24.4,0.0,,303.0,15.1,1014.1,156,1
5784,0,1,65,37.7239094,-122.4353851,211,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,East,Other,94,9,1,28,12,17.7,14.4,22.2,0.0,0.0,295.0,24.1,1015.3,148,1
5785,0,1,15,37.76093038,-122.4343096,221,2013,200,Clear,Injury (Other Visible),Broadside,Dry,Construction or Repair Zone,Dark - Street Lights,0,1,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,38,3,5,5,2,15.4,13.3,21.1,0.0,0.0,266.0,16.9,1014.9,188,1
5786,0,0,50,37.78153459,-122.4049773,171,2013,18,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Entering Traffic,Driver,North,Making Right Turn,32,1,10,34,19,14.9,11.1,19.4,0.0,0.0,275.0,32.4,1015.8,423,1
5789,0,1,35,37.74243074,-122.4897724,104,2015,44,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Slowing/Stopping,40,10,7,35,11,13.2,10.0,17.2,0.0,0.0,289.0,24.5,1025.3,55,1
5790,0,1,65,37.72312996,-122.4359769,295,2021,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,90,9,1,7,5,17.1,13.3,18.3,11.7,,252.0,14.8,1015.8,144,1
5791,0,1,40,37.79066409,-122.4200118,219,2013,198,Fog,Injury (Severe),Head-On,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Entering Traffic,Driver,East,Proceeding Straight,105,4,3,21,22,16.5,13.9,22.2,0.0,0.0,270.0,14.8,1018.4,428,1
5792,0,1,30,37.78641773,-122.4534066,038,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Not Stated,Pedestrian,East,Not Stated,10,8,6,31,13,16.9,15.0,18.3,2.0,0.0,166.0,13.7,1016.2,72,1
5795,0,0,50,37.76948281,-122.413387,032,2021,7,Raining,Injury (Complaint of Pain),Broadside,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,53,3,2,20,23,12.8,8.9,18.3,8.9,,163.0,15.5,1016.2,200,1
5796,0,1,25,37.76249321,-122.4959359,128,2014,87,Cloudy,Injury (Other Visible),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,West,Proceeding Straight,39,10,7,35,14,14.5,12.2,18.3,0.0,0.0,,17.3,1017.7,13,1
5797,1,0,20,37.78890961,-122.4186559,271,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Crossed Into Opposing Lane,50,6,3,21,8,17.2,13.9,21.7,0.0,,292.0,24.5,1017.1,425,1
5799,0,1,50,37.7430512,-122.4052424,167,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Proceeding Straight,Driver,West,Other,85,2,9,1,18,15.2,12.8,18.3,0.0,0.0,250.0,25.9,1012.5,134,1
5800,0,1,50,37.78399149,-122.4080665,064,2013,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Other,Driver,East,Proceeding Straight,19,5,10,34,20,10.2,6.1,13.3,3.6,0.0,213.0,22.0,1015.7,458,1
5802,0,0,20,37.78621465,-122.4247129,087,2013,43,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Other,Driver,East,Stopped In Road,100,4,6,39,20,14.5,11.7,19.4,0.0,0.0,,13.0,1017.6,287,1
5804,1,0,20,37.78041177,-122.4270608,234,2015,81,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,South,Other,100,4,11,39,15,18.0,15.0,22.8,0.0,0.0,205.0,13.7,1012.9,199,1
5805,0,1,50,37.78399149,-122.4080665,189,2012,0,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Not Stated,19,5,10,34,16,15.9,11.7,23.9,0.0,0.0,295.0,22.7,1015.1,458,1
5807,0,0,50,37.78055585,-122.3978769,309,2013,296,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Backing,Pedestrian,South,Stopped In Road,32,1,10,34,12,15.7,10.0,21.7,0.0,0.0,,7.2,1020.9,228,1
5808,0,1,20,37.78351564,-122.4158825,054,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,South,Proceeding Straight,20,5,10,36,11,15.4,11.7,17.2,0.0,0.0,355.0,19.8,1017.5,442,1
5809,0,1,50,37.7785051,-122.4056153,300,2013,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Bicyclist,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,32,1,10,34,0,12.3,10.0,15.6,0.0,0.0,,29.2,1013.0,307,1
5810,0,0,25,37.77147948,-122.435373,233,2014,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,26,4,11,3,17,18.8,16.1,23.3,0.0,0.0,,16.6,1013.5,241,1
5811,1,1,25,37.76165316,-122.478062,246,2013,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Stopped In Road,39,10,7,35,18,18.9,15.6,22.8,0.0,0.0,277.0,23.8,1015.1,77,1
5815,0,0,25,37.7517585,-122.4902704,316,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,West,Proceeding Straight,39,10,7,35,7,15.7,12.2,21.7,0.0,,357.0,6.1,1023.1,46,1
5816,0,1,35,37.71645955,-122.4410196,177,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,80,9,1,28,7,18.1,14.4,21.7,0.0,0.0,292.0,22.7,1013.9,156,1
5817,1,1,30,37.78873786,-122.4351638,041,2016,94,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Backing,102,4,6,30,11,13.9,10.0,19.4,0.0,0.0,,4.3,1022.8,242,1
5818,1,1,25,37.74816569,-122.4182212,271,2013,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Proceeding Straight,Driver,North,Not Stated,83,3,2,2,19,16.8,11.7,25.6,0.0,0.0,,14.8,1017.8,222,1
5819,0,1,20,37.78911018,-122.4170169,210,2022,0,Clear,Injury (Other Visible),Head-On,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,50,6,3,21,3,16.9,15.0,21.7,0.0,,281.0,20.5,1012.7,362,1
5820,0,1,50,37.77527206,-122.4159082,240,2022,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,32,1,10,34,13,17.4,13.9,23.9,0.0,,255.0,9.0,1009.9,209,1
5821,0,1,25,37.76044658,-122.505427,222,2022,145,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Other,39,10,7,35,14,20.2,17.2,25.0,0.0,,292.0,21.2,1017.7,14,1
5822,0,0,50,37.78139046,-122.4047968,306,2013,56,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making U Turn,Pedestrian,South,Other,32,1,10,34,19,14.5,10.0,17.2,0.0,0.0,,21.2,1015.5,423,1
5823,0,0,15,37.74118664,-122.4755398,266,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,East,Not Stated,40,10,8,41,15,16.3,12.8,23.9,0.0,0.0,,14.0,1015.0,69,1
5824,0,1,30,37.74270315,-122.3879264,108,2013,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Stopped In Road,Driver,South,Stopped In Road,76,2,9,1,13,14.1,8.3,22.8,0.0,0.0,,13.3,1024.0,18,1
5825,0,0,50,37.76981508,-122.4177532,312,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,North,Backing,53,3,2,20,7,16.8,13.9,20.6,0.0,0.0,,3.2,1020.3,180,1
5826,0,0,50,37.78852521,-122.3960213,121,2013,6,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,East,Other,32,1,10,8,17,19.2,12.8,25.6,0.0,0.0,,13.0,1015.1,319,1
5827,0,1,50,37.77542835,-122.4106107,053,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Bicyclist,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,32,1,10,34,14,12.6,7.8,18.9,0.0,0.0,,14.4,1015.4,364,1
5828,0,1,30,37.79071117,-122.4342032,001,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Snowy or Icy,Loose Material on Roadway,Dark - Street Lights,0,1,Driver,East,Stopped In Road,Pedestrian,South,Proceeding Straight,102,4,6,30,22,8.6,5.6,11.7,0.0,0.0,,12.6,1024.1,236,1
5829,0,1,50,37.7781064,-122.400683,249,2022,158,Clear,Fatal,Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,1,0,Driver,North,Proceeding Straight,Pedestrian,East,Not Stated,32,1,10,34,4,25.3,19.4,35.0,0.0,,333.0,10.8,1008.1,247,1
5830,0,1,20,37.78522157,-122.4145443,234,2022,133,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Bicyclist,South,Proceeding Straight,Pedestrian,North,Proceeding Straight,20,5,10,36,8,18.4,13.9,25.0,0.0,,296.0,24.5,1016.3,456,1
5832,0,0,50,37.78264967,-122.3930825,317,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,2,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,31,1,10,8,18,15.3,11.1,20.0,0.0,0.0,,12.6,1022.1,185,1
5833,0,1,25,37.79398706,-122.4013145,312,2021,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,2,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,108,6,3,8,20,12.4,8.9,17.2,7.1,,131.0,11.9,1017.3,336,1
5834,1,1,65,37.73606117,-122.4244663,098,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,61,9,5,2,21,12.4,9.4,17.2,0.0,0.0,286.0,38.9,1013.8,203,1
5835,1,0,20,37.7836191,-122.4226525,209,2022,0,Clear,Injury (Other Visible),Hit Object,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,South,Stopped,100,4,11,39,16,15.8,13.3,20.6,0.0,,289.0,20.9,1013.6,354,1
5836,0,1,50,37.78562671,-122.4056852,247,2022,60,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,32,5,10,34,21,19.4,14.4,31.7,0.0,,321.0,13.7,1011.3,430,1
5837,1,1,15,37.7169859,-122.472393,239,2013,86,Cloudy,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Changing Lanes,Pedestrian,East,Proceeding Straight,65,10,1,24,18,16.8,13.3,22.2,0.0,0.0,,22.7,1011.9,36,1
5840,0,1,30,37.78069891,-122.4561627,010,2013,251,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Entering Traffic,Pedestrian,West,Other,12,7,4,18,11,8.5,6.7,10.6,0.0,0.0,295.0,22.7,1020.1,114,1
5843,0,1,35,37.73502785,-122.4938571,236,2022,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Driver,North,Proceeding Straight,Pedestrian,West,Other,40,10,7,35,15,17.1,13.9,23.3,0.0,,321.0,18.4,1010.0,53,1
