,id,unique_id,cnn_intrsctn_fkey,cnn_sgmt_fkey,case_id_pkey,tb_latitude,tb_longitude,geocode_source,geocode_location,collision_datetime,collision_date,collision_time,accident_year,month,day_of_week,primary_rd,secondary_rd,distance,weather_1,collision_severity,type_of_collision,mviw,ped_action,road_surface,road_cond_1,lighting,intersection,number_killed,number_injured,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,point,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour
48987,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6280,19003,25993000.0,,5744586,37.771897265982,-122.432092300979,SFPD-CROSSROADS,CITY STREET,05/26/2012 09:59:00 PM,2012 May 26,21:59:00,2012,May,Saturday,HAIGHT ST,STEINER ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,POINT (-122.43209 37.771896),26.0,4.0,11.0,9.0,21
49003,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_606d,5731,21213000.0,,5584905,37.7390616991138,-122.416519600388,SFPD-CROSSROADS,CITY STREET,02/02/2012 05:06:00 AM,2012 February 02,05:06:00,2012,February,Thursday,ANDOVER ST,CORTLAND AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.41652 37.739063),83.0,9.0,2.0,2.0,05
49004,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6590,25989,24904000.0,9722000.0,6058755,37.7864146678152,-122.407996012783,SFPD-CROSSROADS,CITY STREET,03/07/2012 03:11:00 AM,2012 March 07,03:11:00,2012,March,Wednesday,OFARRELL ST,POWELL ST,12.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,2,1.0,Bicyclist,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,POINT (-122.408 37.786415),19.0,6.0,3.0,8.0,03
49008,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_7034,32851,26650000.0,7402000.0,130765257,37.7926821580955,-122.432899790506,SFPD-CROSSROADS,CITY STREET,09/12/2013 04:07:00 AM,2013 September 12,04:07:00,2013,September,Thursday,JACKSON ST,WEBSTER ST,5.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,West,Proceeding Straight,POINT (-122.4329 37.792683),102.0,4.0,6.0,30.0,04
49010,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64fc,34020,25442000.0,4298000.0,6049351,37.8019127747812,-122.412515444386,SFPD-CROSSROADS,CITY STREET,12/14/2012 09:21:00 AM,2012 December 14,09:21:00,2012,December,Friday,COLUMBUS AVE,GREENWICH ST,10.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,2.0,Driver,North,Stopped In Road,Pedestrian,East,Stopped In Road,POINT (-122.41251 37.801914),106.0,6.0,3.0,23.0,09
49011,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_609f,8142,22341000.000000004,,5584960,37.7469453727772,-122.444847225475,SFPD-CROSSROADS,CITY STREET,02/18/2012 05:12:00 PM,2012 February 18,17:12:00,2012,February,Saturday,PORTOLA DR,CLIPPER ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,POINT (-122.44485 37.746944),57.0,9.0,5.0,22.0,17
49012,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6a02,39454,23204000.000000004,,6143729,37.7486475077516,-122.476033098454,SFPD-CROSSROADS,CITY STREET,03/02/2012 10:07:00 PM,2012 March 02,22:07:00,2012,March,Friday,19TH AVE,QUINTARA ST,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.476036 37.748646),40.0,10.0,7.0,35.0,22
49027,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6593,4360,21748000.0,,6058764,37.7237878468764,-122.436449314261,SFPD-CROSSROADS,CITY STREET,03/26/2012 05:26:00 PM,2012 March 26,17:26:00,2012,March,Monday,PERSIA AVE,OCEAN AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Backing,Pedestrian,South,Proceeding Straight,POINT (-122.43645 37.72379),94.0,9.0,1.0,28.0,17
49028,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_622a,39264,23390000.0,,5730306,37.7443042857572,-122.489750337808,SFPD-CROSSROADS,CITY STREET,05/20/2012 06:20:00 PM,2012 May 20,18:20:00,2012,May,Sunday,SANTIAGO ST,32ND AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,POINT (-122.48975 37.744305),40.0,10.0,7.0,35.0,18
49040,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6e37,57665,25739000.0,,220171233,37.7504949249,-122.434006517,SFPD-INTERIM DB,CITY STREET,03/15/2022 11:05:00 AM,2022 March 15,11:05:00,2022,March,Tuesday,CASTRO ST,JERSEY ST,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.434006 37.750496),84.0,3.0,5.0,22.0,11
49041,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6135,6714,21296000.0,,5590792,37.7491721828881,-122.415954642719,SFPD-CROSSROADS,CITY STREET,02/03/2012 01:14:00 AM,2012 February 03,01:14:00,2012,February,Friday,SOUTH VAN NESS AVE,26TH ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,North,Making Right Turn,Pedestrian,West,Proceeding Straight,POINT (-122.415955 37.749172),53.0,3.0,2.0,20.0,01
49052,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6696,22629,26070000.000000004,6275000.0,6067187,37.778774544744,-122.438158594927,SFPD-CROSSROADS,CITY STREET,09/04/2012 09:40:00 AM,2012 September 04,09:40:00,2012,September,Tuesday,GOLDEN GATE AVE,DIVISADERO ST,115.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,East,Not Stated,Driver,East,Proceeding Straight,POINT (-122.438156 37.778774),97.0,4.0,11.0,39.0,09
49059,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_62e0,44375,27846000.0,,5762244,37.7759105366098,-122.493044231783,SFPD-CROSSROADS,CITY STREET,06/07/2012 06:01:00 PM,2012 June 07,18:01:00,2012,June,Thursday,BALBOA ST,33RD AVE,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,POINT (-122.49304 37.77591),8.0,8.0,4.0,29.0,18
49062,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6f01,57739,22556000.0,,220153407,37.7171738689,-122.472572455,SFPD-INTERIM DB,CITY STREET,03/07/2022 09:54:00 PM,2022 March 07,21:54:00,2022,March,Monday,JUNIPERO SERRA BLVD,19TH AVE,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,,Pedestrian,East,Proceeding Straight,Driver,North,Other,POINT (-122.47257 37.717175),65.0,10.0,1.0,24.0,21
49063,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64d7,37826,23069000.0,927102.0,6049021,37.7270123617272,-122.474814325478,SFPD-CROSSROADS,CITY STREET,12/12/2012 05:19:00 PM,2012 December 12,17:19:00,2012,December,Wednesday,19TH AVE,WINSTON DR,26.0,Clear,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,POINT (-122.474815 37.727013),41.0,10.0,8.0,16.0,17
49067,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_656b,16248,23906000.0,,6049509,37.7807914833764,-122.399616232554,SFPD-CROSSROADS,CITY STREET,10/30/2012 08:27:00 PM,2012 October 30,20:27:00,2012,October,Tuesday,04TH ST,HARRISON ST,0.0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.39961 37.780792),32.0,1.0,10.0,34.0,20
49069,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6ce5,53835,30739000.0,8748101.0,200595001,37.7838558611,-122.408156408,SFPD-INTERIM DB,CITY STREET,10/03/2020 01:07:00 AM,2020 October 03,01:07:00,2020,October,Saturday,MARKET ST,05TH ST,58.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Driver,West,Stopped,Pedestrian,West,Other,POINT (-122.40816 37.783855),32.0,5.0,10.0,34.0,01
49079,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_613a,33780,25353000.0,6453000.0,5590798,37.7995848643178,-122.408294799807,SFPD-CROSSROADS,CITY STREET,02/14/2012 02:02:00 PM,2012 February 14,14:02:00,2012,February,Tuesday,GREEN ST,JASPER PL,37.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Backing,Pedestrian,North,Not Stated,POINT (-122.408295 37.799583),106.0,6.0,3.0,23.0,14
49095,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6805,11718,24139000.0,,6083806,37.7635716036671,-122.417332405939,SFPD-CROSSROADS,CITY STREET,03/24/2012 09:21:00 PM,2012 March 24,21:21:00,2012,March,Saturday,17TH ST,SOUTH VAN NESS AVE,0.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.417336 37.763573),53.0,3.0,2.0,20.0,21
49102,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_61ce,44425,27989000.0,2017000.0,5684883,37.7753009695434,-122.506959356978,SFPD-CROSSROADS,CITY STREET,03/09/2012 09:27:00 PM,2012 March 09,21:27:00,2012,March,Friday,46TH AVE,BALBOA ST,10.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,North,Making Left Turn,Pedestrian,West,Other,POINT (-122.50696 37.7753),6.0,8.0,4.0,29.0,21
49104,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6791,28340,24694000.000000004,,6076559,37.7950131500093,-122.400329331396,SFPD-CROSSROADS,CITY STREET,04/15/2012 06:00:00 PM,2012 April 15,18:00:00,2012,April,Sunday,BATTERY ST,CLAY ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,POINT (-122.40033 37.795013),108.0,6.0,3.0,6.0,18
49118,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_670c,25333,24892000.0,8747102.0,6068236,37.7857125841788,-122.40584053569,SFPD-CROSSROADS,CITY STREET,09/02/2012 03:48:00 PM,2012 September 02,15:48:00,2012,September,Sunday,MARKET ST,STOCKTON ST,14.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Other,POINT (-122.40584 37.785713),32.0,5.0,10.0,34.0,15
49123,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_65a1,2189,22105000.0,6131201.0,6058803,37.7208179501776,-122.447028623913,SFPD-CROSSROADS,CITY STREET,03/14/2012 05:24:00 PM,2012 March 14,17:24:00,2012,March,Wednesday,GENEVA AVE,SAN JOSE AVE,125.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,North,Making Right Turn,Pedestrian,East,Other,POINT (-122.44703 37.720818),80.0,9.0,1.0,28.0,17
49126,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64f0,26656,24506000.0,2865000.0,6049331,37.7896582817888,-122.393940439538,SFPD-CROSSROADS,CITY STREET,12/05/2012 05:26:00 PM,2012 December 05,17:26:00,2012,December,Wednesday,BEALE ST,HOWARD ST,137.0,Clear,Injury (Other Visible),Sideswipe,Pedestrian,Crossing Not in Crosswalk,Wet,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,East,Not Stated,POINT (-122.39394 37.789658),108.0,1.0,10.0,8.0,17
49142,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6164,31395,26634000.000000004,,5668838,37.7875325028685,-122.436935447459,SFPD-CROSSROADS,CITY STREET,03/14/2012 04:03:00 PM,2012 March 14,16:03:00,2012,March,Wednesday,PIERCE ST,PINE ST,0.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.436935 37.787533),103.0,4.0,11.0,30.0,16
49149,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_67b1,8717,24075000.000000004,,6076675,37.7539677695818,-122.416413488692,SFPD-CROSSROADS,CITY STREET,06/06/2012 08:17:00 AM,2012 June 06,08:17:00,2012,June,Wednesday,SOUTH VAN NESS AVE,23RD ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.41641 37.753967),53.0,3.0,2.0,20.0,08
49160,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_654f,39727,23384000.0,,6049441,37.7422250273182,-122.494443284176,SFPD-CROSSROADS,CITY STREET,10/02/2012 11:39:00 AM,2012 October 02,11:39:00,2012,October,Tuesday,SUNSET BLVD,TARAVAL ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Proceeding Straight,POINT (-122.494446 37.742226),39.0,10.0,7.0,35.0,11
49162,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64e1,32589,25305000.0,8146000.0,6049299,37.7952508049687,-122.419938303803,SFPD-CROSSROADS,CITY STREET,12/11/2012 05:51:00 PM,2012 December 11,17:51:00,2012,December,Tuesday,LARKIN ST,PACIFIC AVE,5.0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,North,Proceeding Straight,Pedestrian,East,Not Stated,POINT (-122.41994 37.79525),105.0,6.0,3.0,32.0,17
49169,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_63d9,25128,50270000.0,5174000.0,5793371,37.7847512698785,-122.413619276339,SFPD-CROSSROADS,CITY STREET,07/13/2012 10:30:00 AM,2012 July 13,10:30:00,2012,July,Friday,ELLIS ST,JONES ST,246.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.41362 37.78475),20.0,5.0,10.0,36.0,10
49174,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_7293,58511,24897000.0,5059000.0,220341395,37.7842981793272,-122.409712107574,SFPD-INTERIM DB,CITY STREET,05/25/2022 08:30:00 AM,2022 May 25,08:30:00,2022,May,Wednesday,EDDY ST,MASON ST,118.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Proceeding Straight,Pedestrian,North,Stopped,POINT (-122.40971 37.784298),20.0,5.0,10.0,36.0,08
49176,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64cb,25863,24660000.000000004,10626000.0,6048922,37.7887157174696,-122.405052034227,SFPD-CROSSROADS,CITY STREET,11/21/2012 03:00:00 AM,2012 November 21,03:00:00,2012,November,Wednesday,POST ST,GRANT AVE,50.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Wet,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,South,Entering Traffic,Driver,East,Proceeding Straight,POINT (-122.40505 37.788715),19.0,6.0,3.0,8.0,03
49177,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_677e,24871,24897000.0,5058000.0,6076532,37.7843513429614,-122.409292825662,SFPD-CROSSROADS,CITY STREET,04/07/2012 04:49:00 AM,2012 April 07,04:49:00,2012,April,Saturday,EDDY ST,MASON ST,5.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.409294 37.78435),19.0,5.0,10.0,36.0,04
49179,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6500,38202,23245000.0,11956101.0,6049360,37.7341830447274,-122.486060208325,SFPD-CROSSROADS,CITY STREET,11/13/2012 06:30:00 AM,2012 November 13,06:30:00,2012,November,Tuesday,SLOAT BLVD,MIDDLEFIELD DR,88.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Other,POINT (-122.48606 37.734184),62.0,10.0,8.0,35.0,06
49180,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_66f1,15716,24302000.0,,6068208,37.7766609873028,-122.412157953595,SFPD-CROSSROADS,CITY STREET,09/24/2012 08:14:00 PM,2012 September 24,20:14:00,2012,September,Monday,08TH ST,NATOMA ST,0.0,Clear,Injury (Complaint of Pain),Head-On,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.412155 37.77666),32.0,1.0,10.0,34.0,20
49181,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_634a,18872,35008000.0,9876401.0,5769683,37.7734862708598,-122.423807375815,SFPD-CROSSROADS,CITY STREET,07/03/2012 09:24:00 PM,2012 July 03,21:24:00,2012,July,Tuesday,OCTAVIA ST,PAGE ST,151.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,West,Not Stated,Driver,South,Proceeding Straight,POINT (-122.423805 37.773487),26.0,4.0,11.0,9.0,21
49195,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_67de,23104,24513000.0,,6080401,37.7825535929632,-122.397385537837,SFPD-CROSSROADS,CITY STREET,04/26/2012 05:51:00 AM,2012 April 26,05:51:00,2012,April,Thursday,HARRISON ST,03RD ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,North,Not Stated,POINT (-122.397385 37.782555),32.0,1.0,10.0,8.0,05
49196,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_64c1,22708,26365000.0,12738000.0,6046557,37.7789962806196,-122.444040589051,SFPD-CROSSROADS,CITY STREET,12/28/2012 06:05:00 PM,2012 December 28,18:05:00,2012,December,Friday,TURK ST,LYON ST,100.0,Cloudy,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,North,Other,Driver,East,Proceeding Straight,POINT (-122.44404 37.778996),97.0,7.0,11.0,18.0,18
49200,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6653,10050,24048000.0,716000.0,6061788,37.7656206402107,-122.410240447267,SFPD-CROSSROADS,CITY STREET,09/28/2012 10:09:00 PM,2012 September 28,22:09:00,2012,September,Friday,16TH ST,BRYANT ST,71.0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.41024 37.76562),53.0,3.0,9.0,20.0,22
49201,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6d6b,57513,24301000.0,7050000.0,220128648,37.7764981832,-122.411256475,SFPD-INTERIM DB,CITY STREET,02/25/2022 02:25:00 PM,2022 February 25,14:25:00,2022,February,Friday,HOWARD ST,08TH ST,143.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.411255 37.776497),32.0,1.0,10.0,34.0,14
49219,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_6ed5,57488,27245000.0,6059101.0,220113376,37.7810808536,-122.461422362,SFPD-INTERIM DB,CITY STREET,02/18/2022 11:19:00 PM,2022 February 18,23:19:00,2022,February,Friday,GEARY BLVD,03RD AVE,112.0,Clear,Injury (Complaint of Pain),Sideswipe,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,South,Other,Driver,East,Proceeding Straight,POINT (-122.461426 37.781082),5.0,8.0,4.0,11.0,23
49221,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_66d1,16665,24317000.000000004,15157000.0,6068172,37.7780564253638,-122.412412861303,SFPD-CROSSROADS,CITY STREET,09/22/2012 09:10:00 PM,2012 September 22,21:10:00,2012,September,Saturday,ANGELOS ALY,MISSION ST,5.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,POINT (-122.412415 37.778057),32.0,1.0,10.0,34.0,21
